carrier,flight,origin,dest,name
MQ,3737,EWR,ORD,Envoy Air
DL,1531,LGA,RSW,Delta Air Lines Inc.
US,2122,LGA,BOS,US Airways Inc.
AA,33,JFK,LAX,American Airlines Inc.
B6,1008,JFK,BOS,JetBlue Airways
DL,1031,LGA,DTW,Delta Air Lines Inc.
B6,709,JFK,SJU,JetBlue Airways
MQ,3075,JFK,CVG,Envoy Air
B6,286,JFK,ROC,JetBlue Airways
DL,1685,LGA,MCO,Delta Air Lines Inc.
UA,1071,EWR,BQN,United Air Lines Inc.
MQ,4649,LGA,MSP,Envoy Air
AA,363,LGA,ORD,American Airlines Inc.
EV,4983,LGA,GSO,ExpressJet Airlines Inc.
EV,4201,EWR,DAY,ExpressJet Airlines Inc.
DL,1275,JFK,SLC,Delta Air Lines Inc.
DL,409,JFK,SFO,Delta Air Lines Inc.
WN,200,EWR,MSY,Southwest Airlines Co.
EV,4416,EWR,CVG,ExpressJet Airlines Inc.
B6,299,LGA,MCO,JetBlue Airways
AA,145,JFK,MIA,American Airlines Inc.
B6,199,LGA,MCO,JetBlue Airways
AA,327,LGA,ORD,American Airlines Inc.
UA,766,JFK,SFO,United Air Lines Inc.
UA,504,EWR,PHX,United Air Lines Inc.
B6,32,JFK,ROC,JetBlue Airways
WN,1705,EWR,BNA,Southwest Airlines Co.
EV,4249,EWR,BWI,ExpressJet Airlines Inc.
UA,1064,EWR,FLL,United Air Lines Inc.
MQ,3391,LGA,CMH,Envoy Air
DL,2282,LGA,PWM,Delta Air Lines Inc.
EV,4122,EWR,SDF,ExpressJet Airlines Inc.
EV,5283,LGA,CVG,ExpressJet Airlines Inc.
MQ,3526,LGA,CMH,Envoy Air
B6,917,JFK,ORD,JetBlue Airways
UA,499,EWR,SEA,United Air Lines Inc.
EV,4502,EWR,BNA,ExpressJet Airlines Inc.
UA,1665,EWR,LAX,United Air Lines Inc.
9E,2922,JFK,MSP,Endeavor Air Inc.
9E,4051,JFK,BWI,Endeavor Air Inc.
UA,643,EWR,ORD,United Air Lines Inc.
DL,2043,JFK,ATL,Delta Air Lines Inc.
MQ,3588,LGA,MSP,Envoy Air
B6,1801,JFK,FLL,JetBlue Airways
UA,257,JFK,SFO,United Air Lines Inc.
US,2069,LGA,CLT,US Airways Inc.
B6,686,JFK,ROC,JetBlue Airways
EV,4195,EWR,BNA,ExpressJet Airlines Inc.
DL,1773,JFK,LAS,Delta Air Lines Inc.
FL,347,LGA,ATL,AirTran Airways Corporation
UA,703,JFK,LAX,United Air Lines Inc.
MQ,3461,LGA,BNA,Envoy Air
AA,1853,EWR,DFW,American Airlines Inc.
B6,323,JFK,LAX,JetBlue Airways
FL,347,LGA,ATL,AirTran Airways Corporation
UA,759,EWR,ORD,United Air Lines Inc.
B6,167,JFK,OAK,JetBlue Airways
EV,4940,LGA,CHS,ExpressJet Airlines Inc.
US,2126,LGA,BOS,US Airways Inc.
B6,431,LGA,SRQ,JetBlue Airways
UA,263,EWR,SAN,United Air Lines Inc.
DL,498,JFK,SAT,Delta Air Lines Inc.
EV,4645,EWR,RDU,ExpressJet Airlines Inc.
DL,1902,LGA,PBI,Delta Air Lines Inc.
UA,997,JFK,LAX,United Air Lines Inc.
DL,1247,LGA,ATL,Delta Air Lines Inc.
EV,4140,EWR,ATL,ExpressJet Airlines Inc.
EV,3822,EWR,TYS,ExpressJet Airlines Inc.
9E,3395,JFK,DCA,Endeavor Air Inc.
WN,490,LGA,MKE,Southwest Airlines Co.
B6,1103,JFK,SJU,JetBlue Airways
UA,1080,EWR,ORD,United Air Lines Inc.
UA,1130,EWR,DFW,United Air Lines Inc.
B6,918,JFK,BOS,JetBlue Airways
DL,914,LGA,DEN,Delta Air Lines Inc.
DL,1585,LGA,MCO,Delta Air Lines Inc.
MQ,3737,EWR,ORD,Envoy Air
DL,1619,LGA,MSP,Delta Air Lines Inc.
EV,3821,EWR,RDU,ExpressJet Airlines Inc.
EV,3263,EWR,RIC,ExpressJet Airlines Inc.
B6,917,JFK,ORD,JetBlue Airways
DL,2065,JFK,FLL,Delta Air Lines Inc.
WN,369,EWR,MDW,Southwest Airlines Co.
EV,4576,EWR,GRR,ExpressJet Airlines Inc.
B6,2480,EWR,BOS,JetBlue Airways
AA,45,JFK,LAS,American Airlines Inc.
UA,164,EWR,IAH,United Air Lines Inc.
B6,116,JFK,SYR,JetBlue Airways
UA,1735,EWR,LAX,United Air Lines Inc.
WN,573,LGA,MDW,Southwest Airlines Co.
EV,5109,LGA,CHS,ExpressJet Airlines Inc.
AA,1175,LGA,MIA,American Airlines Inc.
DL,347,JFK,SJU,Delta Air Lines Inc.
B6,1403,JFK,SJU,JetBlue Airways
US,2181,LGA,DCA,US Airways Inc.
AA,269,JFK,SEA,American Airlines Inc.
EV,5373,LGA,GSO,ExpressJet Airlines Inc.
DL,2307,JFK,SAT,Delta Air Lines Inc.
B6,91,JFK,OAK,JetBlue Airways
UA,1506,EWR,LAS,United Air Lines Inc.
VX,251,JFK,LAS,Virgin America
US,2189,LGA,DCA,US Airways Inc.
B6,213,JFK,LGB,JetBlue Airways
B6,225,JFK,TPA,JetBlue Airways
UA,1077,EWR,IAH,United Air Lines Inc.
DL,2568,JFK,FLL,Delta Air Lines Inc.
US,1733,LGA,CLT,US Airways Inc.
AA,117,JFK,LAX,American Airlines Inc.
AA,753,LGA,DFW,American Airlines Inc.
UA,1672,EWR,IAH,United Air Lines Inc.
EV,4202,EWR,STL,ExpressJet Airlines Inc.
DL,1629,JFK,LAS,Delta Air Lines Inc.
UA,394,EWR,SFO,United Air Lines Inc.
AA,719,LGA,DFW,American Airlines Inc.
DL,181,LGA,DTW,Delta Air Lines Inc.
MQ,3728,EWR,ORD,Envoy Air
DL,2361,JFK,MIA,Delta Air Lines Inc.
DL,1131,LGA,DTW,Delta Air Lines Inc.
EV,3828,EWR,DTW,ExpressJet Airlines Inc.
UA,1695,EWR,IAH,United Air Lines Inc.
UA,162,EWR,CLE,United Air Lines Inc.
UA,1574,EWR,FLL,United Air Lines Inc.
UA,771,JFK,LAX,United Air Lines Inc.
B6,380,EWR,BOS,JetBlue Airways
EV,5711,JFK,IAD,ExpressJet Airlines Inc.
9E,3542,JFK,MSP,Endeavor Air Inc.
VX,23,JFK,SFO,Virgin America
DL,1109,LGA,TPA,Delta Air Lines Inc.
EV,4485,EWR,RDU,ExpressJet Airlines Inc.
9E,3513,LGA,MKE,Endeavor Air Inc.
DL,485,EWR,ATL,Delta Air Lines Inc.
MQ,4404,JFK,RDU,Envoy Air
B6,727,JFK,BQN,JetBlue Airways
EV,4412,EWR,DSM,ExpressJet Airlines Inc.
EV,3817,EWR,STL,ExpressJet Airlines Inc.
UA,1216,EWR,SJU,United Air Lines Inc.
DL,575,EWR,ATL,Delta Air Lines Inc.
B6,885,JFK,RDU,JetBlue Airways
UA,643,EWR,ORD,United Air Lines Inc.
MQ,3783,JFK,CMH,Envoy Air
EV,4381,EWR,DTW,ExpressJet Airlines Inc.
EV,4502,EWR,BNA,ExpressJet Airlines Inc.
EV,4679,EWR,JAX,ExpressJet Airlines Inc.
EV,4087,EWR,ATL,ExpressJet Airlines Inc.
B6,1101,JFK,FLL,JetBlue Airways
UA,1637,EWR,TPA,United Air Lines Inc.
AS,21,EWR,SEA,Alaska Airlines Inc.
B6,461,LGA,PBI,JetBlue Airways
AA,1687,JFK,MIA,American Airlines Inc.
EV,4572,EWR,GSP,ExpressJet Airlines Inc.
UA,1439,EWR,LAX,United Air Lines Inc.
DL,2379,LGA,FLL,Delta Air Lines Inc.
UA,1448,EWR,PBI,United Air Lines Inc.
UA,1109,EWR,MCO,United Air Lines Inc.
UA,1182,EWR,LAS,United Air Lines Inc.
EV,4233,EWR,BTV,ExpressJet Airlines Inc.
DL,2181,LGA,MCO,Delta Air Lines Inc.
EV,4529,EWR,RDU,ExpressJet Airlines Inc.
B6,9,JFK,MCO,JetBlue Airways
MQ,3695,EWR,ORD,Envoy Air
FL,721,LGA,CAK,AirTran Airways Corporation
MQ,4425,JFK,DCA,Envoy Air
EV,4255,EWR,ROC,ExpressJet Airlines Inc.
UA,1627,EWR,PBI,United Air Lines Inc.
EV,3828,EWR,DTW,ExpressJet Airlines Inc.
EV,5209,LGA,BNA,ExpressJet Airlines Inc.
B6,1401,JFK,FLL,JetBlue Airways
UA,1109,EWR,MCO,United Air Lines Inc.
B6,183,JFK,MCO,JetBlue Airways
AA,1787,JFK,TPA,American Airlines Inc.
WN,1794,EWR,HOU,Southwest Airlines Co.
VX,415,JFK,LAX,Virgin America
B6,318,JFK,BOS,JetBlue Airways
EV,5091,LGA,PIT,ExpressJet Airlines Inc.
EV,3806,EWR,RIC,ExpressJet Airlines Inc.
DL,1429,JFK,LAS,Delta Air Lines Inc.
UA,1526,EWR,RSW,United Air Lines Inc.
AA,1871,LGA,MIA,American Airlines Inc.
B6,56,JFK,BTV,JetBlue Airways
9E,3904,LGA,RIC,Endeavor Air Inc.
DL,935,EWR,ATL,Delta Air Lines Inc.
DL,1659,LGA,MIA,Delta Air Lines Inc.
DL,1131,LGA,DTW,Delta Air Lines Inc.
UA,1500,LGA,IAH,United Air Lines Inc.
WN,1638,EWR,PHX,Southwest Airlines Co.
US,2122,LGA,BOS,US Airways Inc.
VX,29,JFK,SFO,Virgin America
EV,4361,EWR,TYS,ExpressJet Airlines Inc.
US,2140,LGA,BOS,US Airways Inc.
EV,5716,JFK,IAD,ExpressJet Airlines Inc.
AA,179,JFK,SFO,American Airlines Inc.
DL,469,JFK,SFO,Delta Air Lines Inc.
UA,1605,EWR,LAS,United Air Lines Inc.
B6,677,JFK,LAX,JetBlue Airways
US,35,JFK,PHX,US Airways Inc.
EV,4133,EWR,PVD,ExpressJet Airlines Inc.
DL,2143,JFK,MIA,Delta Air Lines Inc.
UA,1081,EWR,MIA,United Air Lines Inc.
UA,1178,EWR,IAH,United Air Lines Inc.
US,1429,LGA,CLT,US Airways Inc.
US,2144,LGA,BOS,US Airways Inc.
WN,3616,EWR,HOU,Southwest Airlines Co.
MQ,3759,EWR,ORD,Envoy Air
EV,4269,EWR,IAD,ExpressJet Airlines Inc.
FL,349,LGA,ATL,AirTran Airways Corporation
DL,2139,LGA,MIA,Delta Air Lines Inc.
B6,483,JFK,MCO,JetBlue Airways
DL,874,LGA,MIA,Delta Air Lines Inc.
EV,3810,EWR,ATL,ExpressJet Airlines Inc.
B6,173,JFK,SJC,JetBlue Airways
MQ,4423,JFK,RDU,Envoy Air
B6,369,LGA,PBI,JetBlue Airways
9E,3440,JFK,RDU,Endeavor Air Inc.
B6,2680,EWR,BOS,JetBlue Airways
DL,1715,LGA,MSY,Delta Air Lines Inc.
UA,318,EWR,SAT,United Air Lines Inc.
UA,370,LGA,IAH,United Air Lines Inc.
UA,580,EWR,LAX,United Air Lines Inc.
DL,87,JFK,ATL,Delta Air Lines Inc.
UA,1604,LGA,DEN,United Air Lines Inc.
EV,4913,EWR,DTW,ExpressJet Airlines Inc.
EV,4204,EWR,OKC,ExpressJet Airlines Inc.
EV,4255,EWR,CHS,ExpressJet Airlines Inc.
B6,537,EWR,TPA,JetBlue Airways
VX,29,JFK,SFO,Virgin America
AA,1750,JFK,BOS,American Airlines Inc.
US,1973,EWR,CLT,US Airways Inc.
UA,482,EWR,FLL,United Air Lines Inc.
WN,972,EWR,AUS,Southwest Airlines Co.
DL,695,JFK,MCO,Delta Air Lines Inc.
B6,917,JFK,ORD,JetBlue Airways
EV,5463,LGA,BNA,ExpressJet Airlines Inc.
DL,2003,LGA,MIA,Delta Air Lines Inc.
EV,5220,LGA,ROC,ExpressJet Airlines Inc.
FL,623,LGA,ATL,AirTran Airways Corporation
EV,5333,LGA,CHS,ExpressJet Airlines Inc.
US,2183,LGA,DCA,US Airways Inc.
B6,675,JFK,LAX,JetBlue Airways
B6,1403,JFK,SJU,JetBlue Airways
B6,1183,JFK,MCO,JetBlue Airways
DL,1271,JFK,FLL,Delta Air Lines Inc.
EV,3850,EWR,DAY,ExpressJet Airlines Inc.
B6,1289,EWR,SJU,JetBlue Airways
DL,2131,LGA,DTW,Delta Air Lines Inc.
B6,1061,JFK,AUS,JetBlue Airways
UA,296,EWR,TPA,United Air Lines Inc.
MQ,3267,EWR,ORD,Envoy Air
MQ,3301,LGA,RDU,Envoy Air
B6,63,JFK,SEA,JetBlue Airways
AA,1757,JFK,TPA,American Airlines Inc.
DL,1771,JFK,DTW,Delta Air Lines Inc.
EV,4234,EWR,CLT,ExpressJet Airlines Inc.
UA,194,EWR,LAX,United Air Lines Inc.
EV,5242,LGA,GSO,ExpressJet Airlines Inc.
MQ,3374,JFK,RDU,Envoy Air
EV,5714,JFK,IAD,ExpressJet Airlines Inc.
B6,15,JFK,FLL,JetBlue Airways
EV,5814,EWR,MKE,ExpressJet Airlines Inc.
DL,435,JFK,SFO,Delta Air Lines Inc.
EV,4333,EWR,TUL,ExpressJet Airlines Inc.
AA,305,LGA,ORD,American Airlines Inc.
DL,2082,EWR,ATL,Delta Air Lines Inc.
EV,4711,EWR,STL,ExpressJet Airlines Inc.
WN,273,LGA,MDW,Southwest Airlines Co.
DL,2165,EWR,MSP,Delta Air Lines Inc.
MQ,4588,LGA,MSP,Envoy Air
WN,546,LGA,MKE,Southwest Airlines Co.
MQ,3783,JFK,CMH,Envoy Air
B6,1,JFK,FLL,JetBlue Airways
B6,527,EWR,MCO,JetBlue Airways
MQ,4333,JFK,PIT,Envoy Air
B6,141,JFK,PBI,JetBlue Airways
DL,1435,LGA,TPA,Delta Air Lines Inc.
MQ,3070,JFK,TPA,Envoy Air
UA,1554,EWR,PDX,United Air Lines Inc.
B6,22,JFK,SYR,JetBlue Airways
B6,2680,EWR,BOS,JetBlue Airways
AA,59,JFK,SFO,American Airlines Inc.
DL,2280,JFK,FLL,Delta Air Lines Inc.
EV,4085,EWR,OMA,ExpressJet Airlines Inc.
DL,2363,JFK,LAX,Delta Air Lines Inc.
UA,614,EWR,FLL,United Air Lines Inc.
AA,1156,LGA,DFW,American Airlines Inc.
B6,119,JFK,MSY,JetBlue Airways
US,449,EWR,CLT,US Airways Inc.
FL,346,LGA,ATL,AirTran Airways Corporation
DL,448,JFK,SJU,Delta Air Lines Inc.
UA,589,EWR,ORD,United Air Lines Inc.
B6,1002,JFK,BOS,JetBlue Airways
EV,4297,EWR,DTW,ExpressJet Airlines Inc.
B6,6,JFK,BUF,JetBlue Airways
AA,133,JFK,LAX,American Airlines Inc.
DL,2119,LGA,MSP,Delta Air Lines Inc.
AA,353,LGA,ORD,American Airlines Inc.
DL,1499,LGA,ATL,Delta Air Lines Inc.
EV,5601,LGA,CLT,ExpressJet Airlines Inc.
US,2162,LGA,BOS,US Airways Inc.
VX,187,EWR,SFO,Virgin America
US,2193,LGA,DCA,US Airways Inc.
AA,647,JFK,MIA,American Airlines Inc.
UA,1216,EWR,SJU,United Air Lines Inc.
FL,345,LGA,ATL,AirTran Airways Corporation
EV,4272,EWR,SAV,ExpressJet Airlines Inc.
DL,2319,LGA,MSP,Delta Air Lines Inc.
UA,1708,EWR,SJU,United Air Lines Inc.
B6,1129,JFK,RSW,JetBlue Airways
WN,1835,EWR,DEN,Southwest Airlines Co.
DL,181,LGA,DTW,Delta Air Lines Inc.
B6,2180,EWR,BOS,JetBlue Airways
B6,2802,JFK,BUF,JetBlue Airways
9E,4105,JFK,IAD,Endeavor Air Inc.
EV,5846,EWR,RIC,ExpressJet Airlines Inc.
EV,4978,LGA,CLT,ExpressJet Airlines Inc.
UA,1209,EWR,LAS,United Air Lines Inc.
WN,1975,LGA,HOU,Southwest Airlines Co.
EV,5068,EWR,DTW,ExpressJet Airlines Inc.
AA,1345,JFK,MIA,American Airlines Inc.
UA,473,EWR,FLL,United Air Lines Inc.
EV,4667,EWR,MSP,ExpressJet Airlines Inc.
EV,5712,JFK,IAD,ExpressJet Airlines Inc.
UA,996,EWR,SFO,United Air Lines Inc.
US,2183,LGA,DCA,US Airways Inc.
UA,338,EWR,IAH,United Air Lines Inc.
DL,87,JFK,SLC,Delta Air Lines Inc.
EV,6101,LGA,IAD,ExpressJet Airlines Inc.
US,1447,JFK,CLT,US Airways Inc.
B6,271,LGA,FLL,JetBlue Airways
UA,342,EWR,LAX,United Air Lines Inc.
UA,1071,EWR,BQN,United Air Lines Inc.
DL,2445,JFK,BOS,Delta Air Lines Inc.
UA,454,EWR,ORD,United Air Lines Inc.
9E,3739,JFK,PHL,Endeavor Air Inc.
UA,1570,EWR,BOS,United Air Lines Inc.
EV,5220,LGA,MCI,ExpressJet Airlines Inc.
B6,483,JFK,MCO,JetBlue Airways
B6,411,JFK,LAS,JetBlue Airways
B6,2280,EWR,BOS,JetBlue Airways
AA,2075,EWR,DFW,American Airlines Inc.
MQ,3599,LGA,MSP,Envoy Air
AA,1153,LGA,MIA,American Airlines Inc.
MQ,3365,JFK,DCA,Envoy Air
UA,1653,EWR,SJU,United Air Lines Inc.
WN,1171,EWR,BNA,Southwest Airlines Co.
UA,1228,EWR,LAX,United Air Lines Inc.
MQ,3486,LGA,BNA,Envoy Air
MQ,4429,LGA,CMH,Envoy Air
9E,3691,JFK,CHS,Endeavor Air Inc.
DL,2098,LGA,MIA,Delta Air Lines Inc.
B6,1161,LGA,PBI,JetBlue Airways
B6,305,EWR,FLL,JetBlue Airways
FL,778,LGA,ATL,AirTran Airways Corporation
B6,718,JFK,BOS,JetBlue Airways
US,2173,LGA,DCA,US Airways Inc.
B6,1117,LGA,TPA,JetBlue Airways
EV,4684,EWR,SDF,ExpressJet Airlines Inc.
US,2177,LGA,DCA,US Airways Inc.
EV,5716,JFK,IAD,ExpressJet Airlines Inc.
WN,1558,EWR,PHX,Southwest Airlines Co.
UA,249,EWR,TPA,United Air Lines Inc.
EV,5673,EWR,GRR,ExpressJet Airlines Inc.
B6,223,JFK,LAX,JetBlue Airways
EV,4901,EWR,MSP,ExpressJet Airlines Inc.
EV,4249,EWR,BWI,ExpressJet Airlines Inc.
UA,1673,EWR,RSW,United Air Lines Inc.
9E,4019,JFK,RIC,Endeavor Air Inc.
DL,2449,LGA,DTW,Delta Air Lines Inc.
UA,1480,EWR,SFO,United Air Lines Inc.
EV,4400,EWR,DCA,ExpressJet Airlines Inc.
EV,4705,EWR,ATL,ExpressJet Airlines Inc.
9E,3445,LGA,DSM,Endeavor Air Inc.
AA,1879,LGA,MIA,American Airlines Inc.
AA,1111,LGA,DFW,American Airlines Inc.
B6,505,EWR,FLL,JetBlue Airways
MQ,4525,LGA,XNA,Envoy Air
UA,866,EWR,LAS,United Air Lines Inc.
EV,4997,EWR,DTW,ExpressJet Airlines Inc.
AA,1895,EWR,MIA,American Airlines Inc.
US,2181,LGA,DCA,US Airways Inc.
DL,1373,JFK,MIA,Delta Air Lines Inc.
EV,4119,EWR,RIC,ExpressJet Airlines Inc.
US,625,JFK,PHX,US Airways Inc.
EV,5714,JFK,IAD,ExpressJet Airlines Inc.
DL,2357,JFK,SAN,Delta Air Lines Inc.
9E,3538,JFK,MSP,Endeavor Air Inc.
DL,1773,JFK,SLC,Delta Air Lines Inc.
UA,1651,EWR,SFO,United Air Lines Inc.
B6,553,EWR,RSW,JetBlue Airways
B6,915,JFK,SFO,JetBlue Airways
UA,1287,LGA,DEN,United Air Lines Inc.
B6,1318,JFK,BOS,JetBlue Airways
DL,1547,LGA,ATL,Delta Air Lines Inc.
DL,1429,JFK,LAS,Delta Air Lines Inc.
DL,575,EWR,ATL,Delta Air Lines Inc.
EV,5951,EWR,CLE,ExpressJet Airlines Inc.
EV,4691,EWR,DAY,ExpressJet Airlines Inc.
EV,4594,EWR,PIT,ExpressJet Airlines Inc.
MQ,2949,JFK,BNA,Envoy Air
MQ,3216,JFK,ORF,Envoy Air
UA,551,EWR,IAH,United Air Lines Inc.
UA,1214,EWR,SFO,United Air Lines Inc.
US,2169,LGA,DCA,US Airways Inc.
HA,51,JFK,HNL,Hawaiian Airlines Inc.
DL,1903,LGA,SRQ,Delta Air Lines Inc.
UA,460,EWR,CLE,United Air Lines Inc.
B6,139,JFK,RSW,JetBlue Airways
UA,1103,EWR,PDX,United Air Lines Inc.
B6,5,EWR,FLL,JetBlue Airways
UA,736,EWR,PHX,United Air Lines Inc.
UA,297,EWR,LAX,United Air Lines Inc.
AA,1073,LGA,MIA,American Airlines Inc.
B6,1505,JFK,ABQ,JetBlue Airways
US,375,EWR,CLT,US Airways Inc.
YV,3771,LGA,IAD,Mesa Airlines Inc.
AA,2041,JFK,MIA,American Airlines Inc.
EV,4385,EWR,PWM,ExpressJet Airlines Inc.
B6,139,JFK,RSW,JetBlue Airways
EV,6054,EWR,IAD,ExpressJet Airlines Inc.
EV,4350,EWR,DCA,ExpressJet Airlines Inc.
UA,1139,EWR,ORD,United Air Lines Inc.
AA,655,JFK,STT,American Airlines Inc.
US,604,EWR,PHX,US Airways Inc.
EV,4536,EWR,CVG,ExpressJet Airlines Inc.
MQ,4146,JFK,CMH,Envoy Air
EV,4370,EWR,CHS,ExpressJet Airlines Inc.
WN,1098,LGA,MKE,Southwest Airlines Co.
DL,847,LGA,ATL,Delta Air Lines Inc.
EV,4229,EWR,CHS,ExpressJet Airlines Inc.
AA,2019,LGA,STL,American Airlines Inc.
EV,4166,EWR,GSP,ExpressJet Airlines Inc.
UA,1692,EWR,MCO,United Air Lines Inc.
B6,1677,JFK,JAX,JetBlue Airways
DL,1919,LGA,MSP,Delta Air Lines Inc.
AA,1611,LGA,MIA,American Airlines Inc.
UA,347,JFK,SFO,United Air Lines Inc.
B6,625,JFK,HOU,JetBlue Airways
DL,2159,JFK,MCO,Delta Air Lines Inc.
WN,1454,EWR,MSY,Southwest Airlines Co.
US,2054,LGA,CLT,US Airways Inc.
DL,2297,JFK,MCO,Delta Air Lines Inc.
UA,1249,EWR,ORD,United Air Lines Inc.
UA,1186,EWR,MIA,United Air Lines Inc.
US,1433,LGA,CLT,US Airways Inc.
US,2165,LGA,DCA,US Airways Inc.
B6,112,JFK,BUF,JetBlue Airways
EV,4327,EWR,IAD,ExpressJet Airlines Inc.
EV,5058,EWR,ATL,ExpressJet Airlines Inc.
EV,5714,JFK,IAD,ExpressJet Airlines Inc.
EV,4663,EWR,RDU,ExpressJet Airlines Inc.
9E,3664,LGA,CVG,Endeavor Air Inc.
EV,3806,EWR,DAY,ExpressJet Airlines Inc.
UA,73,EWR,SFO,United Air Lines Inc.
EV,4422,EWR,PIT,ExpressJet Airlines Inc.
B6,199,JFK,LAS,JetBlue Airways
UA,1284,EWR,SFO,United Air Lines Inc.
EV,4702,EWR,GSO,ExpressJet Airlines Inc.
DL,1942,EWR,ATL,Delta Air Lines Inc.
B6,605,EWR,FLL,JetBlue Airways
AA,1813,JFK,MCO,American Airlines Inc.
UA,1289,EWR,LAS,United Air Lines Inc.
9E,3416,JFK,RDU,Endeavor Air Inc.
DL,1771,JFK,DTW,Delta Air Lines Inc.
MQ,4589,LGA,DTW,Envoy Air
US,2169,LGA,DCA,US Airways Inc.
UA,1740,EWR,ORD,United Air Lines Inc.
MQ,3231,JFK,PIT,Envoy Air
VX,29,JFK,SFO,Virgin America
EV,4137,EWR,ATL,ExpressJet Airlines Inc.
EV,4218,EWR,BNA,ExpressJet Airlines Inc.
UA,1461,EWR,IAH,United Air Lines Inc.
9E,4357,JFK,ORF,Endeavor Air Inc.
B6,116,JFK,SYR,JetBlue Airways
B6,675,JFK,MSY,JetBlue Airways
B6,905,JFK,ORD,JetBlue Airways
9E,2910,JFK,CVG,Endeavor Air Inc.
DL,673,EWR,ATL,Delta Air Lines Inc.
EV,4269,EWR,IAD,ExpressJet Airlines Inc.
UA,1416,EWR,MSY,United Air Lines Inc.
EV,5670,EWR,SDF,ExpressJet Airlines Inc.
B6,105,JFK,ORD,JetBlue Airways
MQ,3526,LGA,CMH,Envoy Air
EV,4711,EWR,STL,ExpressJet Airlines Inc.
EV,5038,LGA,BHM,ExpressJet Airlines Inc.
US,2181,LGA,DCA,US Airways Inc.
DL,2047,LGA,ATL,Delta Air Lines Inc.
9E,2915,JFK,DFW,Endeavor Air Inc.
EV,4400,EWR,DCA,ExpressJet Airlines Inc.
B6,431,LGA,SRQ,JetBlue Airways
B6,717,JFK,SJU,JetBlue Airways
B6,1307,JFK,IAD,JetBlue Airways
UA,389,JFK,SFO,United Air Lines Inc.
UA,1641,EWR,MCO,United Air Lines Inc.
UA,1601,EWR,FLL,United Air Lines Inc.
UA,1289,EWR,SFO,United Air Lines Inc.
AA,2267,LGA,MIA,American Airlines Inc.
DL,1779,LGA,FLL,Delta Air Lines Inc.
9E,3611,JFK,PIT,Endeavor Air Inc.
B6,527,EWR,MCO,JetBlue Airways
EV,3818,EWR,DTW,ExpressJet Airlines Inc.
AA,119,EWR,LAX,American Airlines Inc.
AA,45,JFK,LAS,American Airlines Inc.
UA,421,EWR,SFO,United Air Lines Inc.
EV,4122,EWR,SDF,ExpressJet Airlines Inc.
UA,1528,EWR,MCO,United Air Lines Inc.
US,2148,LGA,BOS,US Airways Inc.
UA,222,EWR,RSW,United Air Lines Inc.
VX,413,JFK,LAX,Virgin America
EV,4240,EWR,BUF,ExpressJet Airlines Inc.
MQ,3305,LGA,RDU,Envoy Air
AA,2488,EWR,DFW,American Airlines Inc.
EV,4572,EWR,GSP,ExpressJet Airlines Inc.
DL,954,LGA,FLL,Delta Air Lines Inc.
EV,5299,LGA,MEM,ExpressJet Airlines Inc.
EV,4630,EWR,RDU,ExpressJet Airlines Inc.
AA,1143,LGA,DFW,American Airlines Inc.
US,745,EWR,CLT,US Airways Inc.
EV,5181,LGA,MSN,ExpressJet Airlines Inc.
B6,677,JFK,LAX,JetBlue Airways
UA,1691,EWR,LAX,United Air Lines Inc.
MQ,3944,JFK,BWI,Envoy Air
DL,1619,LGA,MSP,Delta Air Lines Inc.
DL,2459,JFK,MCO,Delta Air Lines Inc.
DL,1129,LGA,PIT,Delta Air Lines Inc.
DL,442,JFK,SEA,Delta Air Lines Inc.
MQ,3556,LGA,DTW,Envoy Air
EV,5363,LGA,MEM,ExpressJet Airlines Inc.
B6,600,JFK,PWM,JetBlue Airways
EV,4596,EWR,STL,ExpressJet Airlines Inc.
MQ,3697,EWR,ORD,Envoy Air
US,1459,LGA,CLT,US Airways Inc.
VX,27,JFK,SFO,Virgin America
VX,251,JFK,LAS,Virgin America
DL,2516,EWR,ATL,Delta Air Lines Inc.
DL,269,JFK,SFO,Delta Air Lines Inc.
AA,773,LGA,DFW,American Airlines Inc.
DL,329,JFK,SJU,Delta Air Lines Inc.
DL,1885,LGA,MCO,Delta Air Lines Inc.
UA,1107,EWR,DEN,United Air Lines Inc.
B6,201,JFK,FLL,JetBlue Airways
MQ,2793,JFK,CMH,Envoy Air
UA,1172,LGA,DEN,United Air Lines Inc.
9E,3318,JFK,BUF,Endeavor Air Inc.
B6,801,JFK,FLL,JetBlue Airways
DL,1518,EWR,DTW,Delta Air Lines Inc.
B6,359,JFK,BUR,JetBlue Airways
AA,1131,LGA,DFW,American Airlines Inc.
DL,61,LGA,ATL,Delta Air Lines Inc.
9E,4120,JFK,CLE,Endeavor Air Inc.
MQ,4479,LGA,RDU,Envoy Air
DL,1394,JFK,PDX,Delta Air Lines Inc.
AA,2314,JFK,BOS,American Airlines Inc.
B6,3,JFK,SJU,JetBlue Airways
B6,1902,JFK,BOS,JetBlue Airways
US,686,EWR,PHX,US Airways Inc.
MQ,3301,LGA,RDU,Envoy Air
9E,2907,JFK,BUF,Endeavor Air Inc.
UA,1259,LGA,IAH,United Air Lines Inc.
DL,1771,JFK,DTW,Delta Air Lines Inc.
AA,1837,LGA,MIA,American Airlines Inc.
UA,308,EWR,IAH,United Air Lines Inc.
WN,1035,EWR,HOU,Southwest Airlines Co.
